baseline_revision,python_source,sha256,import_roots,production_reference_matches,test_reference_matches,contract_reference_matches,proposed_owner_review_required,migration_status,workload_admission
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_joint_replicated_location_embedding_worker.py,756cdb1741dbdb6b09e44ab2b553b5157906f167cf04acf8e696334d31272542,__future__;arviz;csv;hashlib;io;jax;json;math;numpy;numpyro;pathlib;sys;typing,src/bin/marklab/bayes/joint_replicated_location_embedding.rs,tests/python/test_joint_location_embedding_student_t.py,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_joint_replicated_location_mark_worker.py,606e9f449e478060f4aad6bd6d417472d4dfdcf16ceb24dd2cbc555e2c2feb4d,__future__;arviz;csv;hashlib;io;jax;json;math;numpy;numpyro;pathlib;sys;typing,src/bin/marklab/bayes/joint_replicated_location_mark.rs,,docs/implementation/VALIDATION_LEDGER.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_inferred_kernel_sbc_worker.py,d477e5aaf7cbeb59fc28e12dee159f48e60d7655a9bc72835dd5192751f610f4,__future__;arviz;hashlib;importlib;jax;json;math;numpy;numpyro;pathlib;scipy;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_lgcp_inferred_kernel_sbc.rs,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_inferred_kernel_worker.py,7b0f18b9c41e1e81d3e1deb0eb2c5977e5ebcf4214a3b5cbaaad6d33fee4fa83,__future__;arviz;hashlib;importlib;jax;json;math;numpy;numpyro;pathlib;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_lgcp_inferred_kernel_agreement.rs;workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_inferred_kernel_sbc_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_sbc_worker.py,7a76e9fb1545f249cb1c089d4ab542f75d5bfb6fa793f8a0d4737c029a3cd6c4,__future__;arviz;hashlib;importlib;jax;json;math;numpy;numpyro;pathlib;scipy;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_lgcp_sbc.rs,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_worker.py,e825e1793065d695ada0101400bdcd3cd2f1bbf6ad737c25ce5a17226da2073c,__future__;arviz;hashlib;importlib;jax;json;math;numpy;numpyro;pathlib;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_lgcp_agreement.rs;workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_sbc_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_sbc_worker.py,15c80f74a6579a70c452541433b916f118df0f5fec5077a44b94730cf9b04b79,__future__;arviz;hashlib;importlib;jax;json;math;numpy;numpyro;pathlib;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_multitype_lgcp_inferred_kernel_sbc.rs,,docs/implementation/VALIDATION_LEDGER.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_worker.py,d352535ba75d08e09543ad342bf6b337b6b3ac2c9aa965352b0d11a84790a27b,__future__;arviz;hashlib;importlib;jax;json;math;numpy;numpyro;pathlib;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_multitype_lgcp_inferred_kernel_agreement.rs;workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_sbc_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_worker.py,c4637446673e39a281b36cbe554eacaaddaf0040b83343e8c660cd3e016d9812,__future__;arviz;hashlib;importlib;jax;json;math;numpy;numpyro;pathlib;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_multitype_lgcp_numpyro.rs;workers/python/marklab_numpyro_correlated_replicated_arbitrary_window_multitype_lgcp_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_replicated_conditional_multitype_mark_sbc_worker.py,acafaab1f9054efd85a1bf93883a788355ebf088a10bfc64f102cf9bc9f7a7ad,__future__;arviz;hashlib;importlib;itertools;jax;json;math;numpy;numpyro;pathlib;scipy;sys;typing,src/bin/marklab/bayes/replicated_conditional_multitype_mark_sbc.rs,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_replicated_conditional_multitype_mark_worker.py,06404e076c0847a06159f7ddc79918db6f303c76f41018ed1e667bdee0a769f6,__future__;arviz;hashlib;importlib;jax;json;math;numpy;numpyro;pathlib;sys;typing,src/bin/marklab/bayes/replicated_conditional_multitype_mark_numpyro.rs;workers/python/marklab_numpyro_replicated_conditional_multitype_mark_sbc_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_student_t_hierarchy_sbc_worker.py,d28a5fe102e9e65b3615915f916b2d6ec423e15519798962bc095352a221a5c1,__future__;arviz;hashlib;importlib;jax;json;math;numpy;numpyro;pathlib;scipy;sys;typing,src/bin/marklab/bayes/student_t_hierarchy_sbc.rs,,docs/implementation/CANONICAL_SYMBOLS.md;docs/implementation/VALIDATION_LEDGER.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_numpyro_student_t_hierarchy_worker.py,b535a27b733e0182fc2fbbe98f9443ae63b6551c0a5b1d3b65e0a3016ac777ec,__future__;arviz;hashlib;importlib;jax;json;numpy;numpyro;pathlib;sys;typing,src/bin/marklab/bayes/student_t_hierarchy_agreement.rs;workers/python/marklab_numpyro_student_t_hierarchy_sbc_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pot_fused_gromov_worker.py,0ea27c78085b67b39e143e639f2fa83d18645cb8f94bbbf0b4d803a307005fb7,__future__;hashlib;json;math;numpy;ot;pathlib;sys;typing;warnings,src/bin/marklab/bayes/fused_gromov.rs,tests/durable_pot_project.rs,,registration / marklab-spatial3d,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pot_partial_fgw_worker.py,b32a2f8a0320928f0b8bb6f3fcc729524638696095d6c54b5a151ba174061a20,__future__;hashlib;json;math;numpy;ot;pathlib;sys;typing;warnings,src/bin/marklab/bayes/partial_fused_gromov.rs,,,registration / marklab-spatial3d,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_anisotropic_gp3d_worker.py,68856c83dbf490a6c231752754df9f32289dfe6e587301c40ea0cb485ab57dd2,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/anisotropic_gp3d.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_arbitrary_window_ipp_spatial_ppc_worker.py,ba9cad64380729ab02a81c34be55bc02822cb6c0f296973977435ee0e479c1cf,__future__;hashlib;importlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/arbitrary_window_ipp_spatial_ppc.rs,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_arbitrary_window_lgcp_worker.py,36d0cca81f765a1df5d8ca6fab6e50e1c6cfdb5028433e10bb6b0317310c76a5,__future__;hashlib;importlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/arbitrary_window_lgcp_fit.rs;workers/python/marklab_numpyro_arbitrary_window_lgcp_sbc_worker.py;workers/python/marklab_numpyro_arbitrary_window_lgcp_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_beta_binomial_group_gender_regression_worker.py,bb6fbd6888b1d902e5474206ed1353e0c44da562e43c80712f67476519d4fd0b,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/beta_binomial_group_gender_regression.rs;workers/python/marklab_numpyro_beta_binomial_group_gender_sbc_worker.py;workers/python/marklab_numpyro_beta_binomial_group_gender_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_beta_binomial_group_gender_slide_hierarchy_worker.py,1c6bfc7f85ec652951b07cbe346bd9724484dde364c5ad9dfa24c9037b712ab8,__future__;collections;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/beta_binomial_group_gender_slide_hierarchy.rs;workers/python/marklab_numpyro_beta_binomial_group_gender_slide_hierarchy_sbc_worker.py;workers/python/marklab_numpyro_beta_binomial_group_gender_slide_hierarchy_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_beta_binomial_group_regression_worker.py,6cea6a3043252c79cbd70f3c38ed9a60984a39720be44f9776b1ba0c00c26d97,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/beta_binomial_group_regression.rs;workers/python/marklab_numpyro_beta_binomial_group_regression_sbc_worker.py;workers/python/marklab_numpyro_beta_binomial_group_regression_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_beta_binomial_hierarchy_worker.py,6f5109227d606e1bcf7b458560c826503ab44a4f894c25bba5d0829f45be369c,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/beta_binomial_hierarchy.rs;workers/python/marklab_numpyro_beta_binomial_hierarchy_sbc_worker.py;workers/python/marklab_numpyro_beta_binomial_hierarchy_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_bym2_worker.py,ef98ae3dacd334a24ae736e5386c7e87b0fc9f88a33f9603ae070957e8cabc0a,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/bym2.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_bym_worker.py,ddbcb6b1647e6b8d807054d256c0c444e140f76ff95e1fdfee062719743c2c58,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/bym.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_conditional_multitype_mark_worker.py,636ddd32fd73e135bbac6a86cab58af17f2f8d860da02549a88963f487fc29d0,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/conditional_multitype_mark.rs;workers/python/marklab_numpyro_conditional_multitype_mark_sbc_worker.py;workers/python/marklab_numpyro_conditional_multitype_mark_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_dirichlet_multinomial_group_worker.py,c5bd007f4a3f7cd787baddfcbb9963d07a93d9eef21007a6f27ca3e23ae532fc,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/dirichlet_multinomial_group.rs;workers/python/marklab_numpyro_dirichlet_multinomial_group_sbc_worker.py;workers/python/marklab_numpyro_dirichlet_multinomial_group_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_gaussian_crossed_nested_hierarchy_worker.py,342479038aab6d3079a8d03fb32a37fe6a65106b61d695a803c8e403bacd3361,__future__;collections;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/gaussian_crossed_nested_hierarchy.rs,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_gp_worker.py,5ab1f47bd71c4044391021767ee53472ade1072a3d3d4df97133e1ead17c809a,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/gp.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_gridded_lgcp_worker.py,d9e682d24f982d53e7b0528d6c905fd09c39b95a145330d66bbb4965de070c07,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/arbitrary_window_lgcp_fit.rs;src/bin/marklab/bayes/gridded_lgcp_fit.rs;workers/python/marklab_numpyro_arbitrary_window_lgcp_sbc_worker.py;workers/python/marklab_numpyro_arbitrary_window_lgcp_worker.py;workers/python/marklab_numpyro_gridded_lgcp_sbc_worker.py;workers/python/marklab_numpyro_gridded_lgcp_worker.py;workers/python/marklab_pymc_arbitrary_window_lgcp_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_hierarchical_worker.py,77bd3efdc44ebcb946d3c942e52d10011984f1c3e5a8524b34ef015847c0722e,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/hierarchical.rs;workers/python/marklab_numpyro_hierarchical_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_hurdle_beta_binomial_group_worker.py,706973ccf45017c105d4d24db5a4859224269a834cdfeb6537112536e3f57690,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;scipy;sys;typing;unicodedata,src/bin/marklab/bayes/hurdle_beta_binomial_group.rs,,docs/implementation/CANONICAL_SYMBOLS.md;docs/implementation/VALIDATION_LEDGER.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_inhomogeneous_poisson_worker.py,76f2f924308ad9b90f6d9479513feb25bd7d5a54475ed68b0f30c9b3e83e2e47,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/arbitrary_window_ipp_fit.rs;src/bin/marklab/bayes/inhomogeneous_poisson_fit.rs;workers/python/marklab_numpyro_arbitrary_window_ipp_sbc_worker.py;workers/python/marklab_numpyro_arbitrary_window_ipp_worker.py;workers/python/marklab_pymc_arbitrary_window_ipp_spatial_ppc_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_meta_analysis_worker.py,27613fef473f69ff49887e9213fa46a4781f36f0ba038b2d0419d623e48b3d56,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/meta_analysis.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_multi_output_gp_worker.py,02700f30806d9d0ab6b104975826bc5daca3261abee2899407e470f51b434683,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/multi_output_gp.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_nonproportional_ordinal_group_site_worker.py,a94bca326502d7527cc5c4af915ea5fd7f2265f510192d91b27a7712d5058e6a,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing;unicodedata,src/bin/marklab/bayes/nonproportional_ordinal_group_site.rs,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_ordinal_group_site_hierarchy_worker.py,081aeea4fae7e1fd5a76a42547f8d995c0f565e53a9ab5eb7d46811ddf7a75da,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing;unicodedata,src/bin/marklab/bayes/ordinal_group_site_hierarchy.rs,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_ordinal_group_worker.py,86bfe218d2b72f929124c200d41b1654daf2aa02e319cdbc6a195cb0bb805f55,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing;unicodedata,src/bin/marklab/bayes/ordinal_group.rs,,docs/implementation/CANONICAL_SYMBOLS.md;docs/implementation/VALIDATION_LEDGER.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_replicated_arbitrary_window_lgcp_inferred_kernel_worker.py,eb348baa38bd6384b8daed186fcf9e8863ae9800ed8c2785195c3bc127ca1824,__future__;arviz;hashlib;importlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_lgcp_inferred_kernel.rs;workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_inferred_kernel_sbc_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_inferred_kernel_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_replicated_arbitrary_window_lgcp_worker.py,778b74a0ddc1f4ad780df205d95e31447bcaf5868b5ea8faba669688f25662a4,__future__;arviz;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_lgcp_fit.rs;workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_inferred_kernel_sbc_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_inferred_kernel_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_sbc_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_lgcp_worker.py;workers/python/marklab_pymc_replicated_arbitrary_window_lgcp_inferred_kernel_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_worker.py,3f506fa578768ccec6b4b09ccf7c5fa05e2d59b0bcdff36ad4425bcb175004ff,__future__;arviz;hashlib;importlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_multitype_lgcp_inferred_kernel.rs;workers/python/marklab_numpy_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_prior_calibration_worker.py;workers/python/marklab_numpyro_correlated_replicated_arbitrary_window_multitype_lgcp_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_sbc_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_replicated_arbitrary_window_multitype_lgcp_worker.py,6de751cd053685391066ce8057e1cdde61bea8b34e79c15b8c45ec0b2eb1dada,__future__;arviz;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/replicated_arbitrary_window_multitype_lgcp.rs;workers/python/marklab_numpy_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_prior_calibration_worker.py;workers/python/marklab_numpy_replicated_arbitrary_window_multitype_lgcp_prior_calibration_worker.py;workers/python/marklab_numpyro_correlated_replicated_arbitrary_window_multitype_lgcp_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_sbc_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_worker.py;workers/python/marklab_numpyro_replicated_arbitrary_window_multitype_lgcp_worker.py;workers/python/marklab_pymc_replicated_arbitrary_window_multitype_lgcp_inferred_kernel_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_replicated_conditional_multitype_mark_worker.py,56719416e0f9fbd31dcbd52bde04b6d4697eb91052038c3d5608dd1a943bf9dd,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/replicated_conditional_multitype_mark.rs;workers/python/marklab_numpyro_replicated_conditional_multitype_mark_sbc_worker.py;workers/python/marklab_numpyro_replicated_conditional_multitype_mark_worker.py,,,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_sar_worker.py,aeccac77b9ad6c17cd49752363d18423728c227309d390946af0f5b3ccc9c9cb,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/sar_fit.rs,,docs/implementation/CANONICAL_SYMBOLS.md;docs/implementation/STATUS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_smc_worker.py,5a83abefaf241882433dd4a85efd4112c7c7dc6affefff96fce8f6b939ef58fd,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/smc.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_spatial_latent_factor_worker.py,556820e5599c76a7428508a1ac2e9052ac8dd3e656fdcd3c120e93526a7852e7,contextlib;hashlib;io;json;math;numpy;pymc;pytensor;sys,src/bin/marklab/multimodal_model/spatial_latent.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_spatial_varying_coefficient_worker.py,28d0274db13ea6ca17330c1ba29ff9e909e5a9bba6b2c772287661d5ed710063,__future__;hashlib;json;math;numpy;pathlib;pymc;pytensor;sys;typing,src/bin/marklab/bayes/spatial_varying_coefficient.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_student_t_hierarchy_worker.py,baefa53ac26032c7e98a3afcd532a9c3aad736f00466bed59f8943e0327f863b,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/student_t_hierarchy.rs;workers/python/marklab_numpyro_student_t_hierarchy_sbc_worker.py;workers/python/marklab_numpyro_student_t_hierarchy_worker.py,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_variational_gp_worker.py,fa2cea9b64140105d9524aeee7f23c366bcd160a5a33b45571232620f72f8d79,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/variational_gp.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_pymc_worker.py,52c8dd8868a8e39035a9ed91c2275a83a30ffeb522b968b3b36677e4145002c4,__future__;hashlib;json;math;numpy;pathlib;pymc;sys;typing,src/bin/marklab/bayes/normal_mean.rs,tests/durable_pymc_project.rs;tests/python_backend_runtime.rs,docs/implementation/CANONICAL_SYMBOLS.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_sbi_neural_estimators_worker.py,78f7e21ab1b7cdfeb732508bca8690341ef2cd7d9aad0ee0d9af31ae90ad7bef,contextlib;hashlib;io;json;numpy;sbi;scipy;sys;torch,src/bin/marklab/neural.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-sbi / marklab-simulation,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_schurch_codex_fingerprint_adapter.py,dc58fc26622fa15745e0f6e827794cc18750a5cffe40c91ebdc8fe6de8455bc2,__future__;argparse;csv;hashlib;json;math;os;pathlib;shutil,,tests/python/test_schurch_codex_fingerprint_adapter.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_schurch_codex_retrieval_summary.py,b84cf450cf0255a4cd31613758faefc018cd3eff29af31847ef46968968e36a9,__future__;argparse;csv;hashlib;importlib;json;math;numpy;os;pathlib;random;shutil;statistics,,tests/python/test_schurch_codex_retrieval_summary.py,,library application; existing data/cohort/scientific owners,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_advanced_bayes_worker.py,7c08cda17eb2f286088e551912e0e51356cc74dc8f496a503127d61b9c89b01b,hashlib;itertools;json;math;numpy;scipy;sys,src/bin/marklab/bayes_advanced.rs,,docs/implementation/CANONICAL_SYMBOLS.md;docs/implementation/VALIDATION_LEDGER.md,marklab-bayes,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_atlas_worker.py,d6075d7cbef6d1af34ca3f76da9f7b8a2964b315bc402b2ca6dda4e8aff04658,hashlib;json;math;numpy;scipy;sys,src/bin/marklab/registration/atlas.rs,,docs/implementation/CANONICAL_SYMBOLS.md,registration / marklab-spatial3d,pending,existing caller fixtures; not yet individually admitted
f7843023394698a666bd16377aac1c0e13855795,workers/python/marklab_scipy_causal_active_worker.py,e16972a2ae455fee54f734f33a5c1e51752833e0982ecb97cda668e594e6958e,hashlib;json;math;numpy;scipy;sys,src/bin/marklab/causal_model.rs,,docs/implementation/CANONICAL_SYMBOLS.md,marklab-causal,pending,existing caller fixtures; not yet individually admitted
